recall_id,clause_id,clause_text
6084e285eda36ec8617451f1,30,Our main character the one that didnt even want to be there in the first place loses
6084e285eda36ec8617451f1,31,and has to go hunt a bear.
6084e285eda36ec8617451f1,32,So he sets out to find a bear in the forest.
6084e285eda36ec8617451f1,33,He spends hours out there looking for this bear
6084e285eda36ec8617451f1,34,but cant find anything.
6084e285eda36ec8617451f1,35,Eventually he turns around
6084e285eda36ec8617451f1,36,and sees a huge bear directly behind him.
6084e285eda36ec8617451f1,37,A bear bigger than any bear he has ever seen before even in pictures.
6084e285eda36ec8617451f1,38,"So he immediately tries to shoot the bear,"
6084e285eda36ec8617451f1,39,but he forgot to load his gun.
6084e285eda36ec8617451f1,40,So in panic the only thing he can do is run.
6084e285eda36ec8617451f1,41,He starts running as fast as he could.
6084e285eda36ec8617451f1,42,He recalls being a fast runner in the past
6084e285eda36ec8617451f1,43,but the old bear is still gaining on him.
6084e285eda36ec8617451f1,44,As he is getting closer to the cabin where everyone else is
6084e285eda36ec8617451f1,45,"he yells ""OPEN THE DOOR, OPEN DOOR""."
6084e285eda36ec8617451f1,46,The other guys open the door for him
6084e285eda36ec8617451f1,47,and he rushes inside
6084e285eda36ec8617451f1,48,and close the door behind him
6084e285eda36ec8617451f1,49,locking the bear out
6084e285eda36ec8617451f1,50,"and says, ""Well I brought you guys the bear, you better get to skinning""."
6084e285eda36ec8617451f1,51,After 30 years the 3 guys still say he completed his task of bringing a bear back.
6084e285eda36ec8617451f1,52,But for some reason they never invited him to go hunting again.
66884e1b52a01d16fe557350,1,A boy met his group of friends in 1949.
66884e1b52a01d16fe557350,2,They grew up on a farm.
66884e1b52a01d16fe557350,3,His friends were interested in hunting.
66884e1b52a01d16fe557350,4,He was not.
66884e1b52a01d16fe557350,5,They invited him on a trip to Canada to go hunting bears.
66884e1b52a01d16fe557350,6,He reluctantly agreed.
66884e1b52a01d16fe557350,7,He went with them.
66884e1b52a01d16fe557350,8,They hired canoes.
66884e1b52a01d16fe557350,9,They spent days in an old cabin.
66884e1b52a01d16fe557350,10,They were scared to hunt for bears.
66884e1b52a01d16fe557350,11,They did not want to go home empty-handed.
66884e1b52a01d16fe557350,12,"After a few days, they went out to hunt them."
66884e1b52a01d16fe557350,13,The boy found a bear.
66884e1b52a01d16fe557350,14,He tried to shoot it.
66884e1b52a01d16fe557350,15,His gun wouldn't fire.
66884e1b52a01d16fe557350,16,The bear chased him.
66884e1b52a01d16fe557350,17,"After this adventure, his friends never invited him to hunt again."
63c18acd2386cab09eb432ca,1,"This is a story from 1949,"
63c18acd2386cab09eb432ca,2,about me and my friends in graduate school.
63c18acd2386cab09eb432ca,3,I knew them before joining graduate school.
63c18acd2386cab09eb432ca,4,We knew each other as we took part in sporting events.
63c18acd2386cab09eb432ca,5,"When we joined Graduate school,"
63c18acd2386cab09eb432ca,6,we found out we were all in the same school
63c18acd2386cab09eb432ca,7,and got to know each other better.
63c18acd2386cab09eb432ca,8,I grew up in a farm and from a village
63c18acd2386cab09eb432ca,9,while the other three were from the city.
63c18acd2386cab09eb432ca,10,We used to go hunting while we were free
63c18acd2386cab09eb432ca,11,and they used to come to my farm and hunt rabbits and squirrels.
63c18acd2386cab09eb432ca,12,"I was not very interested as it was not new for me,"
63c18acd2386cab09eb432ca,13,but they really enjoyed it.
63c18acd2386cab09eb432ca,14,Once they mentioned they were all done with rabbit hunting
63c18acd2386cab09eb432ca,15,and we should go bear hunting.
63c18acd2386cab09eb432ca,16,"I was not hepped up about it,"
63c18acd2386cab09eb432ca,17,but since I was part of the group I let them talk me into it.
63c18acd2386cab09eb432ca,18,So we flew out of the airport from Fort Wayne
63c18acd2386cab09eb432ca,19,into some part of Canada
63c18acd2386cab09eb432ca,20,and landed on a lake.
63c18acd2386cab09eb432ca,21,"From there, we went hiking for about 500 miles into the north woods."
63c18acd2386cab09eb432ca,22,We had to reach a cabin where we would stay.
63c18acd2386cab09eb432ca,23,We reached the cabin
63c18acd2386cab09eb432ca,24,and it was a spooky place.
63c18acd2386cab09eb432ca,25,We did not go bear hunting
63c18acd2386cab09eb432ca,26,and all for three days was play cards and drink.
63c18acd2386cab09eb432ca,27,After 3 days one of the friends said we need to go bear hunting
63c18acd2386cab09eb432ca,28,as many people from our place knew we had gone to hunt a bear
63c18acd2386cab09eb432ca,29,and if we returned empty handed it would not be good for us.
63c18acd2386cab09eb432ca,30,so we need to get a bear
63c18acd2386cab09eb432ca,31,and either hunt it or take one back to our place.
63c18acd2386cab09eb432ca,32,I was not interested to go.
63c18acd2386cab09eb432ca,33,It was decided to play a game of cards
63c18acd2386cab09eb432ca,34,and whoever had the highest number at the end of the game would go to hunt the bear
63c18acd2386cab09eb432ca,35,and the other three will stay and do the skinning and cutting the meat so it can be taken back with us.
63c18acd2386cab09eb432ca,36,So the card game started
63c18acd2386cab09eb432ca,37,and guess who had the highest card!
63c18acd2386cab09eb432ca,38,the one who was least interested in hunting the bear.
63c18acd2386cab09eb432ca,39,"Yes, then I picked up a gun"
63c18acd2386cab09eb432ca,40,and left to hunt the bear on my own.
63c18acd2386cab09eb432ca,41,"I kept walking but there was nothing to be found,"
63c18acd2386cab09eb432ca,42,"after quite a while, I heard a noise,"
63c18acd2386cab09eb432ca,43,when I went to check I saw the biggest old bear I had ever seen in my life.
63c18acd2386cab09eb432ca,44,It did not look happy to see me in its territory.
63c18acd2386cab09eb432ca,45,"I took out the gun, aimed to shoot,"
63c18acd2386cab09eb432ca,46,"when I pressed the trigger nothing happened,"
63c18acd2386cab09eb432ca,47,I realised the gun was not loaded
63c18acd2386cab09eb432ca,48,and made a run for it.
63c18acd2386cab09eb432ca,49,"I ran as hard as I could,"
63c18acd2386cab09eb432ca,50,"but the bear was closing in on my heels,"
63c18acd2386cab09eb432ca,51,"after coming out of the woods, I could see the cabin"
63c18acd2386cab09eb432ca,52,and I shouted OPEN THE DOOR! OPEN THE DOOR!
63c18acd2386cab09eb432ca,53,as I reached the door and turned left and closed the door.
63c18acd2386cab09eb432ca,54,"I shouted to my friends, I got the bear its outside,"
63c18acd2386cab09eb432ca,55,now go and skin it and cut the meat out of it.
63c18acd2386cab09eb432ca,56,Its been 30 years since that happened
63c18acd2386cab09eb432ca,57,and after that incident.
6022dfbafb748f0ca0385db9,1,The story is about 4 friends
6022dfbafb748f0ca0385db9,2,who became close in college
6022dfbafb748f0ca0385db9,3,but knew each other before that
6022dfbafb748f0ca0385db9,4,because they were acquaintances.
6022dfbafb748f0ca0385db9,5,They later became best friends in college.
6022dfbafb748f0ca0385db9,6,The one telling the story is a farm boy
6022dfbafb748f0ca0385db9,7,"while the others do not so much,"
6022dfbafb748f0ca0385db9,8,they used to come and help him with his farm chores
6022dfbafb748f0ca0385db9,9,and seemed to enjoy the farm life.
6022dfbafb748f0ca0385db9,10,One day they decided they wanted to go hunting
6022dfbafb748f0ca0385db9,11,"not just hunting but bear hunting,"
6022dfbafb748f0ca0385db9,12,the farm boy was not so fond of hunting
6022dfbafb748f0ca0385db9,13,but because he is a people pleaser agreed to go with the team.
6022dfbafb748f0ca0385db9,14,They packed their bags
6022dfbafb748f0ca0385db9,15,"and headed over to a cabin that seemed a couple of days away,"
6022dfbafb748f0ca0385db9,16,they had to canoe up there
6022dfbafb748f0ca0385db9,17,eventually they arrived.
6022dfbafb748f0ca0385db9,18,"Luckily for Farm Boy the other guys also did not feel like bear hunting when they got to the cabin,"
6022dfbafb748f0ca0385db9,19,all they did was eat and sleep.
6022dfbafb748f0ca0385db9,20,Until one day they decided they had to take home a bear to show the other people that they went hunting to save their reputation.
6022dfbafb748f0ca0385db9,21,It was decided to make a draw
6022dfbafb748f0ca0385db9,22,and farm boy was the one who won the card to go hunting.
6022dfbafb748f0ca0385db9,23,He went hunting with his gun
6022dfbafb748f0ca0385db9,24,and sat out for almost an entire day without seeing a bear
6022dfbafb748f0ca0385db9,25,when eventually the biggest bear he ever saw appeared behind him.
6022dfbafb748f0ca0385db9,26,He tried to draw his gun
6022dfbafb748f0ca0385db9,27,"but he had not loaded it,"
6022dfbafb748f0ca0385db9,28,the bear started chasing him
6022dfbafb748f0ca0385db9,29,and it was swift.
6022dfbafb748f0ca0385db9,30,He eventually saw the cabin
6022dfbafb748f0ca0385db9,31,and started shouting they must open.
6022dfbafb748f0ca0385db9,32,"Which they did,"
6022dfbafb748f0ca0385db9,33,however instead of going in he swung to the right
6022dfbafb748f0ca0385db9,34,and the bear went right inside.
6022dfbafb748f0ca0385db9,35,He closed the door
6022dfbafb748f0ca0385db9,36,and said the guys got their bear
6022dfbafb748f0ca0385db9,37,and they must deal with it.
6022dfbafb748f0ca0385db9,38,This was 30yrs ago
6022dfbafb748f0ca0385db9,39,and the guys never asked him to go hunting again.
666f1aec64844fbd48cd89b8,1,"In 1949 I had 3 friends in college,"
666f1aec64844fbd48cd89b8,2,we met in school as we were all athletes
666f1aec64844fbd48cd89b8,3,and then we all enrolled in the same school.
666f1aec64844fbd48cd89b8,4,I was from a farm
666f1aec64844fbd48cd89b8,5,and they were all from the city.
666f1aec64844fbd48cd89b8,6,They used to love to come down to the farm
666f1aec64844fbd48cd89b8,7,and hunt
666f1aec64844fbd48cd89b8,8,and help me with chores.
666f1aec64844fbd48cd89b8,9,I wasn't into hunting all that much
666f1aec64844fbd48cd89b8,10,but I would join in to be a part of the group.
666f1aec64844fbd48cd89b8,11,"One day they decided they wanted to hunt bear in Canada,"
666f1aec64844fbd48cd89b8,12,I didn't want to do this
666f1aec64844fbd48cd89b8,13,but I was a part of the group.
666f1aec64844fbd48cd89b8,14,So we went deep into Canada
666f1aec64844fbd48cd89b8,15,and had to trek another 500 miles to get to the cabin.
666f1aec64844fbd48cd89b8,16,"This place was spooky,"
666f1aec64844fbd48cd89b8,17,"we didn't want to hunt the bear once we got there,"
666f1aec64844fbd48cd89b8,18,so for about 3 or 4 days we just sat around the cabin playing cards and stuff.
666f1aec64844fbd48cd89b8,19,We said we had to hunt the bear though
666f1aec64844fbd48cd89b8,20,as the people at home would give us a hard time if we didn't come home with a bear
666f1aec64844fbd48cd89b8,21,as many people knew we went out hunting for a bear.
666f1aec64844fbd48cd89b8,22,So we agreed that whoever got a high card would have to go out and find the bear.
666f1aec64844fbd48cd89b8,23,Of course it was me who had to go and hunt the bear
666f1aec64844fbd48cd89b8,24,while the fellas would skin and pack the bear.
666f1aec64844fbd48cd89b8,25,"For hours I was searching in the forest for the bear,"
666f1aec64844fbd48cd89b8,26,then I heard a noise
666f1aec64844fbd48cd89b8,27,and it was behind me.
666f1aec64844fbd48cd89b8,28,"The biggest bear I have ever seen,"
666f1aec64844fbd48cd89b8,29,not even the pictures had them this big.
666f1aec64844fbd48cd89b8,30,So I pointed my gun at him
666f1aec64844fbd48cd89b8,31,and pulled the trigger.
666f1aec64844fbd48cd89b8,32,"Nothing happened,"
666f1aec64844fbd48cd89b8,33,I forgot the load this turkey.
666f1aec64844fbd48cd89b8,34,"So I ran,"
666f1aec64844fbd48cd89b8,35,I thought I was fast
666f1aec64844fbd48cd89b8,36,but this bear was gaining on me.
666f1aec64844fbd48cd89b8,37,When he was on my heels
666f1aec64844fbd48cd89b8,38,I could see the cabin
666f1aec64844fbd48cd89b8,39,and I shouted "open the door!".
666f1aec64844fbd48cd89b8,40,That was 30 years ago
666f1aec64844fbd48cd89b8,41,and those fellas have never asked me to come hunting.
668796f32bb0599e8ff9bfef,1,"I have 3 friends that I met in college,"
668796f32bb0599e8ff9bfef,2,"actually I met them before,"
668796f32bb0599e8ff9bfef,3,"in high school in 1949,"
668796f32bb0599e8ff9bfef,4,"because we were high schools athletes so we were acquainted before college,"
668796f32bb0599e8ff9bfef,5,"then we met each other at college,"
668796f32bb0599e8ff9bfef,6,so we became good friends.
668796f32bb0599e8ff9bfef,7,"I grew up in a farm but they were from the city,"
668796f32bb0599e8ff9bfef,8,"so us being big macho guys we'd go hunting where I used to live,"
668796f32bb0599e8ff9bfef,9,"I never really liked it,"
668796f32bb0599e8ff9bfef,10,but I wanted to be part of the group so I went a long.
668796f32bb0599e8ff9bfef,11,"We used to go squirrel hunting, rabbet hunting..."
668796f32bb0599e8ff9bfef,12,"they used to really get a kick out of it,"
668796f32bb0599e8ff9bfef,13,but I didn't.
668796f32bb0599e8ff9bfef,14,One time one of my friends said that we should go bear hunting up in Canada.
668796f32bb0599e8ff9bfef,15,"I really didn't want to go,"
668796f32bb0599e8ff9bfef,16,but they talked me into it.
668796f32bb0599e8ff9bfef,17,"I didn't really have a reason to not go and I let them talk me into it,"
668796f32bb0599e8ff9bfef,18,so we went.
668796f32bb0599e8ff9bfef,19,"We flew to Canada through New Fryer,"
668796f32bb0599e8ff9bfef,20,"we got there,"
668796f32bb0599e8ff9bfef,21,"from there we went with canons up a lake,"
668796f32bb0599e8ff9bfef,22,"where we rented an old cabin,"
668796f32bb0599e8ff9bfef,23,"we got there,"
668796f32bb0599e8ff9bfef,24,"stored away our groceries,"
668796f32bb0599e8ff9bfef,25,"and settled down,"
668796f32bb0599e8ff9bfef,26,"no one was really in the mood to go out hunting, neither was I."
668796f32bb0599e8ff9bfef,27,"So we played card games, ate."
668796f32bb0599e8ff9bfef,28,We stayed like that for 3 or 4 days.
668796f32bb0599e8ff9bfef,29,"At day 3, someone said that we have to go hunting,"
668796f32bb0599e8ff9bfef,30,"because so many people know we're here, we can't come back without a bear."
668796f32bb0599e8ff9bfef,31,"So we made a deal that who ever will get the upper card, in the card games we we're playing will need to go hunt the bear alone,"
668796f32bb0599e8ff9bfef,32,"and the others will skim him, butcher, pack him home."
668796f32bb0599e8ff9bfef,33,Guess who got the upper card? me!
668796f32bb0599e8ff9bfef,34,So I had to go because I agreed to play the game.
668796f32bb0599e8ff9bfef,35,"Here I went to go hunting for a bear,"
668796f32bb0599e8ff9bfef,36,"I looked for hours and didn't find anything,"
668796f32bb0599e8ff9bfef,37,"till I heard I noise behind me,"
668796f32bb0599e8ff9bfef,38,"I turn around and there is the biggest bear I ever saw in my  life,"
668796f32bb0599e8ff9bfef,39,bigger than any bear I ever saw in a photo.
668796f32bb0599e8ff9bfef,40,"I whipped out my gun to shoot the bear,"
668796f32bb0599e8ff9bfef,41,"but nothing happed,"
668796f32bb0599e8ff9bfef,42,I FORGIT TO LOAD MY GUN!!!
668796f32bb0599e8ff9bfef,43,"I turned around and started running,"
668796f32bb0599e8ff9bfef,44,"I thought I was fast,"
668796f32bb0599e8ff9bfef,45,"but the bear was on my heels the whole time,"
668796f32bb0599e8ff9bfef,46,"till I got close to the cabin,"
668796f32bb0599e8ff9bfef,47,I whipped as loud as I can :"THE BEAR IS HERE!!!"
668796f32bb0599e8ff9bfef,48,"they opened the door and I turned to the right,"
668796f32bb0599e8ff9bfef,49,and got into the cabin.
668796f32bb0599e8ff9bfef,50,"They took the bear and skimmed it and wrapped it and brought it home,"
668796f32bb0599e8ff9bfef,51,"this happed 30 years ago,"
668796f32bb0599e8ff9bfef,52,"but till this day mu friends don't mention hunting to me,"
668796f32bb0599e8ff9bfef,53,they know better.
668796f32bb0599e8ff9bfef,54,That is my story.
5e12603776c03b8d43b40747,1,"The narrator was acquaintances with 3 other people he knew in high school athletics,"
5e12603776c03b8d43b40747,2,and became much friendlier and closer to them when they went to the same college beginning in 1949.
5e12603776c03b8d43b40747,3,The narrator was from a farm
5e12603776c03b8d43b40747,4,and the other 3 were from the city
5e12603776c03b8d43b40747,5,and were interested in farm life.
5e12603776c03b8d43b40747,6,They would visit the narrator's farm
5e12603776c03b8d43b40747,7,and help with farm work
5e12603776c03b8d43b40747,8,and then hunt rabbits and squirrels.
5e12603776c03b8d43b40747,9,The narrator wasn't interested in hunting
5e12603776c03b8d43b40747,10,but went along with it as the rest of the group were interested.
5e12603776c03b8d43b40747,11,Eventually one of the group decided they should go bear hunting.
5e12603776c03b8d43b40747,12,They got a plane to Fort Wayne
5e12603776c03b8d43b40747,13,and then another plane into Canada
5e12603776c03b8d43b40747,14,"where they landed on a lake,"
5e12603776c03b8d43b40747,15,canoed for a day and a half
5e12603776c03b8d43b40747,16,and hiked what the narrator believed to be 500 miles to the cabin they had rented.
5e12603776c03b8d43b40747,17,"When they got there, it was so remote and spooky that none of them wanted to go hunting."
5e12603776c03b8d43b40747,18,"They stayed in the cabin, ate, slept and played cards"
5e12603776c03b8d43b40747,19,until one of the group decided they had to go home with proof they had hunted a bear
5e12603776c03b8d43b40747,20,or else they would be teased for not going through with it.
5e12603776c03b8d43b40747,21,They decided to play a game
5e12603776c03b8d43b40747,22,and whoever got the high card from the deck would go out and hunt the bear
5e12603776c03b8d43b40747,23,while the others would skin it and prepare it for being brought home.
5e12603776c03b8d43b40747,24,The narrator drew the high card
5e12603776c03b8d43b40747,25,and went out to hunt a bear.
5e12603776c03b8d43b40747,26,After walking through the woods he came upon a huge old bear.
5e12603776c03b8d43b40747,27,This bear was bigger than even any picture of a bear the narrator had ever seen.
5e12603776c03b8d43b40747,28,"He took aim with his gun,"
5e12603776c03b8d43b40747,29,pulled the trigger
5e12603776c03b8d43b40747,30,but nothing happened.
5e12603776c03b8d43b40747,31,He had forgotten to load the gun.
5e12603776c03b8d43b40747,32,So he started running back towards the cabin
5e12603776c03b8d43b40747,33,and as he neared it he started shouting to his friends to open the door
5e12603776c03b8d43b40747,34,which they did.
5e12603776c03b8d43b40747,35,The narrator ran inside
5e12603776c03b8d43b40747,36,and told his friends that he got the bear
5e12603776c03b8d43b40747,37,and now it was their turn to skin him!
5e12603776c03b8d43b40747,38,They've never gone hunting since in the intervening 30 years.
66783c88377bdf2f569885f9,1,A group of guys who grew up together in the same neighborhood and have been friends since childhood reunited in school and decided to go on an adventure.
66783c88377bdf2f569885f9,2,Bear hunting!
66783c88377bdf2f569885f9,3,The story teller lived in the rural and his three other friends who have grown to become macho men lived in the city.
66783c88377bdf2f569885f9,4,The story teller had a family farm and the three other friends were always happy to help out in taking looking after the farm.
66783c88377bdf2f569885f9,5,They decided recently to go bear hunting which the story teller was not really interesting in.
66783c88377bdf2f569885f9,6,But he was talked into it and he agreed to go.
66783c88377bdf2f569885f9,7,They flew to some lake in Canada for the bear hunting.
66783c88377bdf2f569885f9,8,"After arrival, they spent about four days playing cards and just having fun."
66783c88377bdf2f569885f9,9,They had told a lot of people that they were going bear hunting and thought it would be embarrassing to return without any bear.
66783c88377bdf2f569885f9,10,So they decided whoever wins the card game goes for the hunt and the rest of the would skin the bear.
66783c88377bdf2f569885f9,11,The story teller won the game and he had to go.
66783c88377bdf2f569885f9,12,"He simply went out, saw a very big bear and tried to shoot, only to realize that his gun was not loaded."
66783c88377bdf2f569885f9,13,"So things took a turn, the story teller ended up being hunted by the huge huge bear."
66783c88377bdf2f569885f9,14,He was running and screaming until he got to the door and started shouting...Open the doorrr.
610b1f14463b800b75ec7b44,1,A group of friends met before 1949 through playing sport
610b1f14463b800b75ec7b44,2,and then went to the same school together as they grew up.
610b1f14463b800b75ec7b44,3,The protagonist of the story was brought up on the farm
610b1f14463b800b75ec7b44,4,"and he never really liked hunting,"
610b1f14463b800b75ec7b44,5,but his group of friends did.
610b1f14463b800b75ec7b44,6,One year his friends decided to go bear hunting in Canada
610b1f14463b800b75ec7b44,7,so they went to a remote cabin.
610b1f14463b800b75ec7b44,8,However when they got there they were all too scared by the woods
610b1f14463b800b75ec7b44,9,and stayed in doors for 4-5 days.
610b1f14463b800b75ec7b44,10,After that time they drew cards to decided who would go bear hunting
610b1f14463b800b75ec7b44,11,because they didnt want to be ridiculed when they got back by everyone who knew they were going bear hunting.
610b1f14463b800b75ec7b44,12,Our protagonist drew the card that meant he had to go bring the bear back
610b1f14463b800b75ec7b44,13,so his friends would skin and gut it.
610b1f14463b800b75ec7b44,14,"The protagonist went into the woods with their gun,"
610b1f14463b800b75ec7b44,15,eventually they came across the biggest bear they had ever seen.
610b1f14463b800b75ec7b44,16,They raised their gun and pulled the trigger
610b1f14463b800b75ec7b44,17,however there was no shot fired because they had forgotten to load the gun.
610b1f14463b800b75ec7b44,18,The protagonist ran as fast as they could back to the cabin
610b1f14463b800b75ec7b44,19,shouting open the door.
610b1f14463b800b75ec7b44,20,When they got inside they said here is your bear now its your turn to skin it.
610b1f14463b800b75ec7b44,21,The friends never asked the protagonist to go hunting ever again.
5c6c08c5d9c1580001ce9aab,1,A group of guys were athletes at different school
5c6c08c5d9c1580001ce9aab,2,"so knew of each other,"
5c6c08c5d9c1580001ce9aab,3,but didn't come friends until further education.
5c6c08c5d9c1580001ce9aab,4,The story-teller was a farmer
5c6c08c5d9c1580001ce9aab,5,"and his 3 city friends would come out to the farm to help him,"
5c6c08c5d9c1580001ce9aab,6,esp hunting (which he didn't like doing).
5c6c08c5d9c1580001ce9aab,7,One year they decided to go to Canada to hunt bears
5c6c08c5d9c1580001ce9aab,8,"(even though the story teller didn't want to, he allowed himself to be persuaded)."
5c6c08c5d9c1580001ce9aab,9,They took a long journey into the wilderness
5c6c08c5d9c1580001ce9aab,10,"and at the cabin decided it was too scary out there to hunt,"
5c6c08c5d9c1580001ce9aab,11,so they chilled for a few days.
5c6c08c5d9c1580001ce9aab,12,They realised they'd be mocked if they didn't bring back a bear
5c6c08c5d9c1580001ce9aab,13,so drew cards for who would hunt alone.
5c6c08c5d9c1580001ce9aab,14,The story-teller got the high card
5c6c08c5d9c1580001ce9aab,15,so had to hunt.
5c6c08c5d9c1580001ce9aab,16,They found a huge bear
5c6c08c5d9c1580001ce9aab,17,"but forgot the bullets,"
5c6c08c5d9c1580001ce9aab,18,so tried to fire then had to run away.
5c6c08c5d9c1580001ce9aab,19,It chased him back to the cabin
5c6c08c5d9c1580001ce9aab,20,"and ended up in the cabin with the friends,"
5c6c08c5d9c1580001ce9aab,21,"so he did keep his side of the deal,"
5c6c08c5d9c1580001ce9aab,22,that he'd catch it and the others had to process it.
5c6c08c5d9c1580001ce9aab,23,They never invited him again
5c6c08c5d9c1580001ce9aab,24,but agreed he'd done his part of the deal.
60618b3bff746e7fbfc84910,1,I built a relationship with three buddies I was acquainted with.
60618b3bff746e7fbfc84910,2,"After graduation, we met again in college."
60618b3bff746e7fbfc84910,3,That is when the friendship started.
60618b3bff746e7fbfc84910,4,This was back in 1949.
60618b3bff746e7fbfc84910,5,One day they suggested that we go hunting.
60618b3bff746e7fbfc84910,6,But I was not keen on taking part in that activity.
60618b3bff746e7fbfc84910,7,"However, I let them talk me into it."
60618b3bff746e7fbfc84910,8,We made sure that we rented out a cabin.
60618b3bff746e7fbfc84910,9,We ensured that we had enough groceries.
60618b3bff746e7fbfc84910,10,The people who suggested that we go hunting chickened out.
60618b3bff746e7fbfc84910,11,That meant we were stuck in the cabin for four days without doing anything.
60618b3bff746e7fbfc84910,12,The idea of going home without a bear or nothing to show that we at least attempted to hunt did not sit well with one of my friends.
60618b3bff746e7fbfc84910,13,So they decided to bet on who would go out to kill the bear.
60618b3bff746e7fbfc84910,14,Can you guess who the bear fell on?
60618b3bff746e7fbfc84910,15,"Me, the person who initially did not want to go hunting."
60618b3bff746e7fbfc84910,16,I then took the gun and went hunting for the bear for hours.
60618b3bff746e7fbfc84910,17,"Suddenly, I heard something behind me."
60618b3bff746e7fbfc84910,18,"When I turned around, I saw a large bear staring at me."
60618b3bff746e7fbfc84910,19,"In as much as I was scared, I thought BINGO!"
60618b3bff746e7fbfc84910,20,Finally a bear I can finally take to my friends.
60618b3bff746e7fbfc84910,21,I then attempted to open fire.
60618b3bff746e7fbfc84910,22,But the gun would not go off.
60618b3bff746e7fbfc84910,23,I then realized that the gun was not loaded.
60618b3bff746e7fbfc84910,24,The only thing I could do is run for my life because bears are terrifying.
60618b3bff746e7fbfc84910,25,Finally saw the cabin we rented.
60618b3bff746e7fbfc84910,26,"I started shouting, ""open the door"" to my friends."
60618b3bff746e7fbfc84910,27,I went into the cabin.
60618b3bff746e7fbfc84910,28,I made sure to shut the cabin door shut!
60618b3bff746e7fbfc84910,29,My friends could not believe it.
60618b3bff746e7fbfc84910,30,They've never suggested that I go hunting with them ever again.
5f7f18137488a50407d729e6,1,I had three friends from school at the same place.
5f7f18137488a50407d729e6,2,"During high school, we were all high school athletes at different schools."
5f7f18137488a50407d729e6,3,We became acquainted.
5f7f18137488a50407d729e6,4,"After graduation, we all enrolled in school."
5f7f18137488a50407d729e6,5,Four of us were attending the same school.
5f7f18137488a50407d729e6,6,We became good friends.
5f7f18137488a50407d729e6,7,I was a child from a farm.
5f7f18137488a50407d729e6,8,The other guys all lived in the city.
5f7f18137488a50407d729e6,9,They used to come to the farm and hunt.
5f7f18137488a50407d729e6,10,They even helped me with house chores.
5f7f18137488a50407d729e6,11,Then we would go for rabbit hunting and squirrel hunting.
5f7f18137488a50407d729e6,12,I didn't like hunting.
5f7f18137488a50407d729e6,13,"But being born in the farm, I was used to the outdoors."
5f7f18137488a50407d729e6,14,"I will go along with the guys, just to be one of the group."
5f7f18137488a50407d729e6,15,We hunted for several years.
5f7f18137488a50407d729e6,16,They always came to me and hunt.
5f7f18137488a50407d729e6,17,"After being together for years, one came with the idea of bear hunting in Canada."
5f7f18137488a50407d729e6,18,I didn't like the idea.
5f7f18137488a50407d729e6,19,But I would always been one of the group.
5f7f18137488a50407d729e6,20,I didn't have a reason to stay behind.
5f7f18137488a50407d729e6,21,We took an airplane and flew to Canada.
5f7f18137488a50407d729e6,22,We landed on the lake and rented canoes.
5f7f18137488a50407d729e6,23,We got groceries.
5f7f18137488a50407d729e6,24,No one was in the mood to go out for hunting.
5f7f18137488a50407d729e6,25,"So we played cards, ate and slept."
5f7f18137488a50407d729e6,26,We sat indoors for three to four days.
5f7f18137488a50407d729e6,27,One day I took the old gun and go out bear hunting.
5a0c4184fe645f0001e9f5dd,1,A story about a man and three friends in 1949.
5a0c4184fe645f0001e9f5dd,2,The man knew the other three men from high school.
5a0c4184fe645f0001e9f5dd,3,They each went to different schools.
5a0c4184fe645f0001e9f5dd,4,Then they went to the same college.
5a0c4184fe645f0001e9f5dd,5,The man lived on a farm.
5a0c4184fe645f0001e9f5dd,6,His 3 friends were from the city.
5a0c4184fe645f0001e9f5dd,7,The friends liked to go hunting.
5a0c4184fe645f0001e9f5dd,8,"Even though he did not like hunting, they persuaded him to go bear hunting."
5a0c4184fe645f0001e9f5dd,9,They arranged to go up to a cabin in the woods.
5a0c4184fe645f0001e9f5dd,10,They planned to hunt for bears.
5a0c4184fe645f0001e9f5dd,11,They got to the cabin.
5a0c4184fe645f0001e9f5dd,12,They found it to be very creepy.
5a0c4184fe645f0001e9f5dd,13,None of the men wanted to go hunting in the end.
5a0c4184fe645f0001e9f5dd,14,They stayed in the cabin for 3 days without leaving.
5a0c4184fe645f0001e9f5dd,15,Then the three friends decided that they must go hunting.
5a0c4184fe645f0001e9f5dd,16,People back home knew they had come to hunt a bear.
5a0c4184fe645f0001e9f5dd,17,So they had to take a bear home.
5a0c4184fe645f0001e9f5dd,18,They decided to draw cards.
5a0c4184fe645f0001e9f5dd,19,The one who got the highest card would go out and kill the bear.
5a0c4184fe645f0001e9f5dd,20,The rest would skin and chop up the bear to take home.
5a0c4184fe645f0001e9f5dd,21,The man drew the highest card.
5a0c4184fe645f0001e9f5dd,22,So he had to take a gun and hunt a bear.
5a0c4184fe645f0001e9f5dd,23,He struggled at first to find any bear.
5a0c4184fe645f0001e9f5dd,24,But after several hours he spotted a bear.
5a0c4184fe645f0001e9f5dd,25,"When he went to fire the gun, there were no bullets in it."
5a0c4184fe645f0001e9f5dd,26,The bear chased him back to the cabin.
5a0c4184fe645f0001e9f5dd,27,And the friends never asked him to go hunting again.
6676d189dcbd4eca274768b2,1,Me and my friends met at school in 1949.
6676d189dcbd4eca274768b2,2,My friends were athletes and liked to hunt for squirrels and rabbits.
6676d189dcbd4eca274768b2,3,"My friends suggested that we go out to Canada to go bear hunting,"
